ip,method,url,status,size,user_agent,hour_of_day
84.53.65.28,0,1,404,339,4,13
62.210.138.59,0,1,404,338,6,13
202.78.200.137,0,1,404,318,6,13
54.64.16.235,0,1,404,338,10,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,339,1,13
80.91.33.133,0,0,404,336,5,13
80.91.33.133,0,0,404,338,8,13
80.91.33.133,0,0,404,336,5,13
85.214.47.178,0,0,304,0,4,13
62.75.198.180,0,1,404,336,4,13
5.83.131.103,0,0,404,333,8,13
198.61.216.151,0,1,404,338,8,13
62.75.167.106,0,1,404,333,4,13
80.91.33.133,0,0,404,339,5,13
80.91.33.133,0,0,404,333,5,13
91.234.194.89,0,1,404,336,4,13
195.154.233.202,0,1,404,338,6,13
202.143.95.26,0,1,404,337,5,13
93.64.134.186,0,1,404,336,4,13
193.192.58.163,0,1,404,338,4,13
193.192.59.41,0,1,404,339,4,13
94.23.21.169,0,0,304,0,4,13
62.75.198.179,0,1,404,333,4,14
31.22.86.126,0,0,404,331,5,14
91.121.161.213,0,1,404,336,4,14
144.76.160.62,0,1,404,336,6,14
80.70.214.71,1,0,200,0,11,14
178.32.54.253,0,0,404,339,4,14
80.91.33.133,0,0,404,339,5,14
80.91.33.133,0,0,404,338,5,14
80.91.33.133,0,0,404,336,8,14
37.187.238.39,0,1,404,339,6,14
198.61.216.151,0,1,404,339,8,14
212.77.185.81,0,0,404,346,2,14
80.91.33.133,0,0,404,339,5,14
91.120.61.154,0,0,404,336,4,14
62.210.138.59,0,1,404,339,6,14
84.53.65.28,0,1,404,336,4,14
93.190.71.150,0,1,404,333,4,14
83.161.14.106,0,1,404,338,8,14
92.50.100.22,0,1,404,340,4,14
195.210.47.239,0,1,404,337,0,14
195.210.47.239,0,1,404,337,0,14
200.6.73.40,0,0,404,333,4,14
198.61.216.151,0,1,404,336,8,14
144.76.117.56,0,0,404,339,8,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,336,1,14
80.91.33.133,0,0,404,339,1,14
80.91.33.133,0,0,404,333,5,14
85.214.47.178,0,0,404,335,4,14
62.75.198.180,0,1,404,336,4,14
80.91.33.133,0,0,404,336,5,14
91.121.161.213,0,1,404,333,4,14
195.154.233.202,0,1,404,339,6,14
80.91.33.133,0,0,404,339,8,14
91.234.194.89,0,1,404,333,4,14
94.23.21.169,0,0,404,335,4,14
178.32.54.253,0,0,404,336,4,14
37.187.238.39,0,1,404,336,6,14
31.22.86.126,0,0,404,328,5,14
80.70.214.71,0,0,404,334,11,14
144.76.160.62,0,1,404,341,6,14
80.91.33.133,0,0,404,336,5,14
87.85.173.82,1,1,200,0,11,14
193.192.59.41,0,1,404,336,4,14
87.85.173.82,1,1,403,0,11,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,339,5,14
84.53.65.28,0,1,404,336,4,14
54.64.16.235,0,1,404,336,10,14
193.192.58.163,0,1,404,339,4,14
212.77.185.81,0,0,404,339,2,14
80.91.33.133,0,0,404,333,8,14
80.91.33.133,0,0,404,336,5,14
83.161.14.106,0,1,404,339,8,14
202.143.95.26,0,1,404,336,5,14
93.190.71.150,0,1,404,333,4,14
91.120.61.154,0,0,404,341,4,14
62.75.198.180,0,1,404,333,4,14
94.23.21.169,0,0,404,332,4,14
80.91.33.133,0,0,404,333,5,14
144.76.117.56,0,0,404,336,8,14
37.187.238.39,0,1,404,336,6,14
85.214.47.178,0,0,404,332,4,14
195.154.233.202,0,1,404,336,6,14
178.32.54.253,0,0,404,336,4,14
202.78.200.137,0,1,304,0,6,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,336,1,14
80.91.33.133,0,0,404,336,1,14
87.85.173.82,0,1,404,332,11,14
84.53.65.28,0,1,404,333,4,14
92.50.100.22,0,1,404,337,4,14
144.76.160.62,0,1,404,338,6,14
87.85.173.82,1,1,403,0,11,14
80.91.33.133,0,0,404,336,8,14
193.192.59.41,0,1,404,336,4,14
193.192.58.163,0,1,404,336,4,14
62.210.138.59,0,1,404,336,6,14
93.64.134.186,0,1,404,336,4,14
195.210.47.239,0,1,404,336,0,14
195.210.47.239,0,1,404,339,0,14
198.61.216.151,0,1,404,336,8,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,336,5,14
80.91.33.133,0,0,404,336,5,14
212.77.185.81,0,0,304,0,2,14
93.190.71.150,0,1,404,336,4,14
94.23.21.169,0,0,404,332,4,14
152.90.220.18,0,1,404,337,4,14
178.32.54.253,0,0,404,333,4,14
195.154.233.202,0,1,404,336,6,14
37.187.238.39,0,1,404,333,6,14
80.91.33.133,0,0,404,336,5,14
198.61.216.151,0,1,404,333,8,14
144.76.117.56,0,0,404,336,8,14
85.214.47.178,0,0,404,340,4,14
83.161.14.106,0,1,404,336,8,14
54.64.16.235,0,1,404,333,10,14
193.192.58.163,0,1,404,336,4,14
193.192.59.41,0,1,404,341,4,14
144.76.160.62,0,1,404,338,6,14
62.210.138.59,0,1,404,336,6,14
80.91.33.133,0,0,404,333,1,14
202.143.95.26,0,1,404,336,5,14
75.126.196.172,0,0,304,0,1,14
87.85.173.82,0,1,404,319,11,14
80.91.33.133,0,0,404,333,5,14
87.85.173.82,0,1,404,331,11,14
80.91.33.133,0,0,404,336,1,14
91.120.61.154,0,0,404,338,4,14
80.91.33.133,0,0,404,336,8,14
93.64.134.186,0,1,404,333,4,14
94.23.21.169,0,1,304,0,4,14
91.234.194.89,0,1,404,333,4,14
80.91.33.133,0,0,404,333,5,14
75.126.196.172,0,0,304,0,1,14
80.91.33.133,0,0,404,333,5,14
80.91.33.133,0,0,404,336,5,14
195.154.233.202,0,1,404,333,6,14
92.50.100.22,0,0,304,0,4,14
144.76.117.56,0,0,404,333,8,14
85.214.47.178,0,0,404,332,4,14
83.161.14.106,0,1,404,336,8,14
80.91.33.133,0,0,404,333,5,15
75.126.196.172,0,0,304,0,1,15
195.210.47.239,0,1,404,341,0,15
193.192.58.163,0,1,404,333,4,15
62.210.138.59,0,1,404,333,6,15
195.210.47.239,0,1,404,336,0,15
193.192.59.41,0,1,404,338,4,15
87.85.173.82,1,1,200,0,11,15
87.85.173.82,0,1,404,339,11,15
94.23.21.169,0,1,404,340,4,15
144.76.160.62,0,1,404,339,6,15
75.126.196.172,0,0,304,0,1,15
75.126.196.172,0,0,404,324,1,15
80.91.33.133,0,0,404,333,1,15
91.120.61.154,0,0,404,339,4,15
80.91.33.133,0,0,404,333,8,15
92.63.172.59,0,1,404,318,6,15
202.78.200.137,0,1,304,0,6,15
80.91.33.133,0,0,404,333,5,15
202.143.95.26,0,1,404,339,5,15
83.161.14.106,0,1,404,336,8,15
85.214.47.178,0,1,404,339,4,15
75.126.196.172,0,0,404,337,1,15
87.85.173.82,1,1,200,0,11,15
193.192.59.41,0,1,404,338,4,15
94.23.21.169,0,1,404,337,4,15
87.85.173.82,1,1,200,0,11,15
144.76.160.62,0,1,404,336,6,15
75.126.196.172,0,0,404,336,1,15
92.50.100.22,0,0,404,335,4,15
92.63.172.59,0,1,304,0,6,15
154.66.205.242,0,1,304,0,0,15
75.126.196.172,0,0,404,338,1,15
195.210.47.239,0,1,404,338,0,15
195.210.47.239,0,1,404,338,0,15
94.23.21.169,0,1,404,337,4,15
83.161.14.106,0,1,404,333,8,15
193.192.59.41,0,1,404,339,4,15
91.120.61.154,0,0,404,336,4,15
87.85.173.82,0,1,404,333,11,15
85.214.47.178,0,1,404,336,4,15
87.85.173.82,0,1,404,334,11,15
144.76.160.62,0,1,404,336,6,15
92.63.172.59,0,1,304,0,6,15
75.126.196.172,0,0,404,336,1,15
2.84.217.212,0,1,200,2576,12,15
94.23.21.169,0,1,304,0,4,15
202.143.95.26,0,1,404,338,5,15
75.126.196.172,0,0,404,333,1,15
193.192.59.41,0,1,404,336,4,15
84.208.15.12,0,0,304,0,0,15
202.78.200.137,0,1,304,0,6,15
83.161.14.106,0,1,404,333,8,15
87.85.173.82,0,1,404,332,11,15
85.214.47.178,0,1,404,344,4,15
87.85.173.82,0,1,404,324,11,15
91.120.61.154,0,0,404,336,4,15
92.50.100.22,0,0,404,332,4,15
144.76.160.62,0,1,404,336,6,15
213.135.92.86,0,0,200,490,4,15
195.210.47.239,0,1,404,339,0,15
195.210.47.239,0,1,404,336,0,15
154.66.205.242,0,1,304,0,0,15
193.71.65.33,0,1,404,327,11,15
84.208.15.12,0,0,304,0,0,15
152.90.220.17,0,1,404,339,4,15
92.63.172.59,0,1,304,0,6,15
193.192.59.41,0,1,404,336,4,15
94.23.21.169,0,1,404,341,4,15
54.173.226.7,0,1,404,318,6,15
87.85.173.82,0,1,404,340,11,15
144.76.160.62,0,1,404,333,6,15
202.143.95.26,0,1,404,338,5,15
54.173.226.7,0,1,304,0,6,15
54.173.226.7,0,1,304,0,6,15
50.97.82.53,0,0,304,0,8,15
54.173.226.7,0,1,304,0,6,15
91.120.61.154,0,0,404,333,4,15
54.173.226.7,0,1,404,340,6,15
213.135.92.86,0,0,304,0,4,15
54.173.226.7,0,1,404,337,6,15
54.173.226.7,0,1,404,339,6,15
50.97.82.53,0,0,304,0,8,15
94.23.21.169,0,1,404,338,4,15
92.50.100.22,0,1,404,339,4,15
92.63.172.59,0,1,304,0,6,15
193.192.59.41,0,1,404,336,4,15
195.210.47.239,0,1,404,336,0,15
84.208.15.12,0,0,304,0,0,15
54.173.226.7,0,1,404,336,6,15
87.85.173.82,1,1,200,0,11,15
144.76.160.62,0,1,404,333,6,15
54.173.226.7,0,1,404,341,6,15
50.97.82.53,0,0,304,0,8,15
69.59.197.48,0,1,200,951,12,15
54.173.226.7,0,1,404,338,6,15
85.214.47.178,0,1,404,336,4,15
202.78.200.137,0,1,304,0,6,15
54.173.226.7,0,1,404,339,6,15
50.97.82.53,0,0,304,0,8,15
54.173.226.7,0,1,404,336,6,15
50.97.82.53,0,0,404,324,8,15
54.173.226.7,0,1,404,336,6,15
202.143.95.26,0,1,404,337,5,15
154.66.205.242,0,1,304,0,0,15
54.173.226.7,0,1,404,333,6,15
87.85.173.82,0,1,404,335,11,15
193.192.59.41,0,1,404,333,4,15
84.208.15.12,0,0,304,0,0,15
50.97.82.53,0,0,404,337,8,15
213.135.92.86,0,0,404,341,4,15
152.90.220.17,0,1,404,336,4,15
50.97.82.53,0,0,404,336,8,15
92.50.100.22,0,1,404,336,4,15
94.23.21.169,0,1,404,338,4,15
84.208.15.12,0,0,404,319,0,15
193.192.59.41,0,1,404,333,4,15
50.97.82.53,0,0,404,338,8,15
87.85.173.82,0,1,404,325,11,15
85.214.47.178,0,0,404,334,4,15
195.210.47.239,0,1,404,336,0,15
212.67.220.58,0,1,304,0,4,15
50.97.82.53,0,0,404,336,8,15
202.143.95.26,0,1,404,336,5,15
213.135.92.86,0,0,404,332,4,15
92.63.172.59,0,1,404,340,6,15
94.23.21.169,0,0,404,334,4,15
84.208.15.12,0,0,404,332,0,15
154.66.205.242,0,1,304,0,0,15
87.85.173.82,0,1,404,327,11,15
202.78.200.137,0,1,404,340,6,16
50.97.82.53,0,0,404,333,8,16
212.67.220.58,0,1,304,0,4,16
85.214.47.178,0,0,404,331,4,16
92.50.100.22,0,0,404,334,4,16
94.23.21.169,0,0,404,331,4,16
195.210.47.239,0,1,404,333,0,16
92.63.172.59,0,1,404,337,6,16
84.208.15.12,0,0,404,331,0,16
83.42.24.252,0,1,304,0,13,16
87.85.173.82,0,1,404,326,11,16
213.135.92.86,0,0,404,332,4,16
202.143.95.26,0,1,404,336,5,16
85.214.47.178,0,0,404,339,4,16
152.90.220.18,0,1,404,336,4,16
94.23.21.169,0,0,404,331,4,16
92.63.172.59,0,1,404,339,6,16
84.208.15.12,0,0,404,333,0,16
154.66.205.242,0,1,404,324,0,16
195.210.47.239,0,1,404,333,0,16
87.85.173.82,0,1,404,318,11,16
92.50.100.22,0,0,404,331,4,16
212.67.220.58,0,1,304,0,4,16
85.214.47.178,0,0,404,331,4,16
94.23.21.169,0,1,404,339,4,16
83.42.24.252,0,1,304,0,13,16
213.135.92.86,0,0,404,334,4,16
92.63.172.59,0,1,404,336,6,16
202.143.95.26,0,1,404,334,5,16
84.208.15.12,0,0,404,331,0,16
202.78.200.137,0,1,404,337,6,16
87.85.173.82,1,1,200,0,11,16
212.67.220.58,0,1,404,340,4,16
94.23.21.169,0,1,404,336,4,16
85.214.47.178,0,1,404,341,4,16
92.50.100.22,0,1,404,341,4,16
92.63.172.59,0,1,404,341,6,16
212.67.220.58,0,1,404,337,4,16
91.121.91.54,0,1,304,0,4,16
84.208.15.12,0,0,404,328,0,16
213.135.92.86,0,0,404,331,4,16
94.23.21.169,0,1,404,336,4,16
154.66.205.242,0,1,404,340,0,16
83.42.24.252,0,1,304,0,13,16
85.214.47.178,0,1,404,338,4,16
202.143.95.26,0,1,404,333,5,16
92.63.172.59,0,1,404,338,6,16
91.121.91.54,0,1,304,0,4,16
212.67.220.58,0,1,404,339,4,16
94.23.21.169,0,1,404,340,4,16
85.214.47.178,0,1,404,346,4,16
92.50.100.22,0,1,404,338,4,16
92.63.172.59,0,1,404,339,6,16
152.90.220.17,0,1,404,341,4,16
213.135.92.86,0,0,404,331,4,16
212.67.220.58,0,1,404,336,4,16
91.121.91.54,0,1,304,0,4,16
94.23.21.169,0,1,404,337,4,16
83.42.24.252,0,1,304,0,13,16
83.42.24.252,0,1,404,324,13,16
202.143.95.26,0,1,404,333,5,16
154.66.205.242,0,1,404,337,0,16
85.214.47.178,0,1,404,338,4,16
92.63.172.59,0,1,404,336,6,16
91.121.91.54,0,1,404,340,4,16
212.67.220.58,0,1,404,341,4,16
94.23.21.169,0,1,404,337,4,16
202.78.200.137,0,1,404,339,6,16
213.135.92.86,0,0,404,333,4,16
91.121.91.54,0,1,404,337,4,16
92.63.172.59,0,1,404,336,6,16
92.50.100.22,0,0,404,336,4,16
212.67.220.58,0,1,404,338,4,16
85.214.47.178,0,0,404,336,4,16
94.23.21.169,0,0,404,336,4,16
83.42.24.252,0,1,404,340,13,16
91.121.91.54,0,1,404,337,4,16
92.63.172.59,0,1,404,333,6,16
212.67.220.58,0,1,404,339,4,16
152.90.220.18,0,1,404,341,4,16
94.23.21.169,0,0,404,333,4,16
85.214.47.178,0,0,404,333,4,16
154.66.205.242,0,1,404,339,0,16
213.135.92.86,0,0,404,333,4,16
91.121.91.54,0,1,404,339,4,16
212.67.220.58,0,1,404,336,4,16
92.50.100.22,0,0,404,333,4,16
94.23.21.169,0,0,404,333,4,16
83.42.24.252,0,1,404,337,13,16
85.214.47.178,0,0,404,341,4,16
202.78.200.137,0,1,404,336,6,16
91.121.91.54,0,1,404,336,4,16
212.67.220.58,0,1,404,336,4,16
94.23.21.169,0,1,404,341,4,16
213.135.92.86,0,0,404,333,4,16
85.214.47.178,0,0,404,333,4,16
83.42.24.252,0,1,404,337,13,16
91.121.91.54,0,1,404,336,4,16
212.67.220.58,0,1,404,333,4,16
154.66.205.242,0,1,404,336,0,16
176.58.26.39,0,0,200,2575,12,16
176.58.26.40,0,0,200,2575,12,16
94.23.21.169,0,1,404,338,4,16
119.252.76.162,0,0,200,490,0,16
91.121.91.54,0,1,404,341,4,16
85.214.47.178,0,1,404,339,4,16
213.135.92.86,0,0,404,335,4,16
94.23.21.169,0,1,404,338,4,16
91.121.91.54,0,1,404,338,4,16
83.42.24.252,0,1,404,339,13,16
185.40.8.139,0,1,304,0,5,16
94.23.21.169,0,1,404,342,4,16
92.50.100.22,0,1,404,339,4,16
202.78.200.137,0,1,404,341,6,16
83.42.24.252,0,1,404,336,13,16
152.90.220.17,0,0,404,333,4,16
154.66.205.242,0,1,404,341,0,16
91.121.91.54,0,1,404,338,4,16
194.76.107.17,1,1,403,0,11,16
213.135.92.86,0,0,404,331,4,16
185.40.8.139,0,1,304,0,5,16
85.214.47.178,0,1,404,336,4,16
119.252.76.162,0,0,304,0,0,17
94.23.21.169,0,1,404,339,4,17
180.179.174.219,0,1,200,490,4,17
91.121.91.54,0,1,404,339,4,17
54.194.93.59,0,1,404,318,6,17
83.42.24.252,0,1,404,336,13,17
185.40.8.139,0,1,304,0,5,17
94.23.21.169,0,1,404,339,4,17
92.50.100.22,0,1,404,336,4,17
85.214.47.178,0,1,404,344,4,17
180.179.174.219,0,1,200,490,4,17
213.135.92.86,0,0,404,331,4,17
194.76.107.17,1,1,403,0,11,17
185.40.8.139,0,1,304,0,5,17
152.90.220.17,0,1,404,339,4,17
72.5.167.142,0,1,200,951,12,17
185.40.8.139,0,1,404,324,5,17
154.66.205.242,0,1,404,338,0,17
54.194.93.59,0,1,304,0,6,17
94.23.21.169,0,0,404,334,4,17
85.214.47.178,0,1,404,336,4,17
202.78.200.137,0,1,404,338,6,17
119.252.76.162,0,0,404,346,0,17
91.121.91.54,0,1,404,336,4,17
185.40.8.139,0,1,404,337,5,17
54.194.93.59,0,1,304,0,6,17
180.179.174.219,0,1,304,0,4,17
92.50.100.22,0,0,404,334,4,17
213.135.92.86,0,0,304,0,4,17
83.42.24.252,0,1,404,341,13,17
85.214.47.178,0,0,404,334,4,17
194.76.107.17,1,1,403,0,11,17
91.121.91.54,0,1,404,336,4,17
195.101.165.10,0,1,304,0,2,17
195.101.165.10,0,1,304,0,2,17
195.101.165.10,0,0,304,0,2,17
94.23.21.169,0,0,404,331,4,17
54.194.93.59,0,1,304,0,6,17
195.101.165.10,0,1,404,337,2,17
195.101.165.10,0,1,404,337,2,17
195.101.165.10,0,1,404,337,2,17
195.101.165.10,0,1,404,337,2,17
195.101.165.10,0,0,404,332,2,17
180.179.174.219,0,1,304,0,4,17
83.42.24.252,0,1,404,338,13,17
154.66.205.242,0,1,404,339,0,17
91.121.91.54,0,1,404,336,4,17
185.40.8.139,0,1,404,336,5,17
85.214.47.178,0,0,404,331,4,17
195.101.165.10,0,0,404,332,2,17
213.135.92.86,0,0,404,328,4,17
92.50.100.22,0,0,404,331,4,17
119.252.76.162,0,0,404,345,0,17
119.252.76.162,0,0,404,324,0,17
94.23.21.169,0,0,404,331,4,17
54.194.93.59,0,1,404,340,6,17
91.121.91.54,0,1,404,333,4,17
194.76.107.17,1,1,403,0,11,17
185.40.8.139,0,1,404,338,5,17
180.179.174.219,0,1,404,346,4,17
85.214.47.178,0,0,404,339,4,17
95.211.12.65,0,0,304,0,2,17
202.78.200.137,0,1,404,339,6,17
83.42.24.252,0,1,404,338,13,17
95.211.12.65,0,0,404,332,2,17
94.23.21.169,0,1,404,339,4,17
54.194.93.59,0,1,404,337,6,17
91.121.91.54,0,1,404,333,4,17
213.135.92.86,0,0,404,328,4,17
152.90.220.18,0,1,404,336,4,17
185.40.8.139,0,1,404,336,5,17
176.58.26.41,0,0,200,2575,12,17
204.77.168.241,0,1,404,319,14,17
154.66.205.242,0,1,404,336,0,17
95.211.12.65,0,0,304,0,2,17
92.50.100.22,0,1,404,336,4,17
94.23.21.169,0,1,404,336,4,17
54.194.93.59,0,1,404,339,6,17
195.101.165.10,0,0,304,0,2,17
195.101.165.10,0,1,304,0,2,17
195.101.165.10,0,1,304,0,2,17
212.83.167.232,0,0,304,0,4,17
119.252.76.162,0,0,404,339,0,17
194.76.107.17,1,1,200,0,11,17
180.179.174.219,0,1,404,346,4,17
37.26.93.214,0,1,404,318,7,17
185.40.8.139,0,1,404,333,5,17
83.42.24.252,0,1,404,339,13,17
95.211.12.65,0,0,404,334,2,17
204.77.168.241,0,1,304,0,14,17
94.23.21.169,0,1,404,336,4,17
212.83.167.232,0,0,304,0,4,17
54.194.93.59,0,1,404,336,6,17
85.214.47.178,0,0,404,331,4,17
180.179.174.219,0,1,404,337,4,17
194.76.107.17,1,1,200,0,11,17
202.78.200.137,0,1,404,336,6,17
95.211.12.65,0,0,304,0,2,17
152.90.220.17,0,0,404,331,4,17
92.50.100.22,0,1,404,333,4,17
94.23.21.169,0,1,404,340,4,17
185.17.41.221,0,1,304,0,4,17
54.194.93.59,0,1,404,341,6,17
204.77.168.241,0,1,304,0,14,17
212.83.167.232,0,0,304,0,4,17
154.66.205.242,0,1,404,336,0,17
85.214.47.178,0,1,404,336,4,17
83.42.24.252,0,1,404,336,13,17
54.160.224.81,0,0,404,318,6,17
54.160.224.81,0,0,200,490,6,17
54.160.224.81,0,0,304,0,6,17
94.23.21.169,0,1,404,337,4,17
119.252.76.162,0,0,404,338,0,17
194.76.107.17,0,1,404,340,11,17
195.101.165.10,0,1,404,339,2,17
54.160.224.81,0,0,404,346,6,17
54.194.93.59,0,1,404,338,6,17
212.83.167.232,0,0,404,340,4,17
54.160.224.81,0,0,404,337,6,17
204.77.168.241,0,1,304,0,14,17
180.179.174.219,0,1,404,337,4,17
85.214.47.178,0,1,404,333,4,17
204.77.168.241,0,1,404,319,14,17
54.160.224.81,0,0,404,339,6,17
54.171.169.20,0,2,200,1074411,15,17
194.76.107.17,1,1,200,0,11,18
180.179.174.219,0,1,404,339,4,18
54.160.224.81,0,0,404,336,6,18
92.50.100.22,0,0,404,331,4,18
94.23.21.169,0,1,404,337,4,18
54.183.135.30,0,0,404,318,6,18
185.17.41.221,0,1,304,0,4,18
54.194.93.59,0,1,404,339,6,18
195.101.165.10,0,0,404,334,2,18
83.42.24.252,0,1,404,336,13,18
54.160.224.81,0,0,404,338,6,18
54.160.224.81,0,0,404,338,6,18
212.83.167.232,0,0,404,337,4,18
54.160.224.81,0,0,404,340,6,18
202.78.200.137,0,1,404,336,6,18
154.66.205.242,0,1,404,333,0,18
54.160.224.81,0,0,404,336,6,18
204.77.168.241,0,1,304,0,14,18
54.160.224.81,0,0,304,0,6,18
85.214.47.178,0,1,404,341,4,18
94.23.21.169,0,0,404,331,4,18
204.77.168.241,0,1,304,0,14,18
194.76.107.17,0,1,404,335,11,18
195.101.165.10,0,1,304,0,2,18
54.194.93.59,0,1,404,336,6,18
54.183.135.30,0,0,304,0,6,18
195.101.165.10,0,1,404,339,2,18
119.252.76.162,0,0,404,340,0,18
119.252.76.162,0,0,404,337,0,18
204.77.169.137,0,1,404,319,16,18
212.83.167.232,0,0,404,339,4,18
212.83.134.68,0,0,200,2592,12,18
54.160.224.81,0,0,404,333,6,18
83.42.24.252,0,1,404,336,13,18
92.50.100.22,0,0,404,328,4,18
85.214.47.178,0,1,404,333,4,18
94.23.21.169,0,0,404,328,4,18
195.101.165.10,0,0,304,0,2,18
204.77.168.241,0,1,404,325,14,18
54.194.93.59,0,1,404,336,6,18
54.183.135.30,0,0,304,0,6,18
194.76.107.17,0,1,404,339,11,18
212.83.167.232,0,0,404,336,4,18
204.77.168.241,0,1,304,0,14,18
180.179.174.219,0,1,404,339,4,18
152.90.220.18,0,1,404,336,4,18
10.16.62.10,0,0,404,318,6,18
180.179.174.219,0,1,404,336,4,18
62.210.152.199,0,0,200,2592,12,18
204.77.169.137,0,1,304,0,16,18
94.23.21.169,0,0,404,328,4,18
85.214.47.178,0,0,404,331,4,18
176.58.26.49,0,0,200,2575,12,18
54.194.93.59,0,1,404,333,6,18
204.77.169.137,0,1,404,319,16,18
54.183.135.30,0,0,304,0,6,18
204.77.169.137,0,1,404,319,16,18
202.78.200.137,0,1,404,333,6,18
194.76.107.17,1,1,200,0,11,18
212.83.167.232,0,0,404,341,4,18
204.77.168.241,0,1,404,338,14,18
10.16.62.10,0,0,304,0,6,18
204.77.169.137,0,1,404,319,16,18
83.42.24.252,0,1,404,333,13,18
119.252.76.162,0,0,404,338,0,18
94.23.21.169,0,1,404,336,4,18
204.77.168.241,0,1,304,0,14,18
185.17.41.221,0,1,304,0,4,18
204.77.169.137,0,1,304,0,16,18
85.214.47.178,0,0,404,328,4,18
54.183.135.30,0,0,404,337,6,18
208.65.107.104,0,1,200,1768,17,18
195.101.165.10,0,1,304,0,2,18
212.83.167.232,0,0,404,338,4,18
194.76.107.17,0,1,404,334,11,18
37.26.93.214,0,1,200,2508,7,18
204.77.169.137,0,1,304,0,16,18
204.77.169.137,0,1,304,0,16,18
204.77.168.241,0,1,404,337,14,18
94.23.21.169,0,1,404,333,4,18
10.16.62.10,0,0,304,0,6,18
204.77.169.137,0,1,304,0,16,18
54.183.135.30,0,0,404,336,6,18
180.179.174.219,0,1,404,336,4,18
83.42.24.252,0,1,404,333,13,18
204.77.168.241,0,1,404,319,14,18
185.17.41.221,0,1,404,337,4,18
180.179.174.219,0,1,404,338,4,18
212.83.167.232,0,0,404,339,4,18
204.77.168.241,0,1,304,0,14,18
204.77.169.137,0,1,304,0,16,18
152.90.220.17,0,0,404,331,4,18
94.23.21.169,0,1,404,333,4,18
204.77.168.241,0,1,304,0,14,18
119.252.76.162,0,0,404,339,0,18
119.252.76.162,0,0,404,337,0,18
10.16.62.10,0,0,404,346,6,18
204.77.168.241,0,1,404,339,14,18
212.83.167.232,0,0,404,336,4,18
194.76.107.17,0,1,404,327,11,18
54.183.135.30,0,0,404,338,6,18
204.77.169.137,0,1,304,0,16,18
204.77.169.137,0,1,304,0,16,18
204.77.169.137,0,1,304,0,16,18
204.77.169.137,0,1,304,0,16,18
204.77.168.241,0,1,404,319,14,18
94.23.21.169,0,1,404,337,4,18
204.77.168.241,0,1,304,0,14,18
204.77.168.241,0,1,404,325,14,18
85.214.47.178,0,0,404,336,4,18
10.16.62.10,0,0,404,345,6,18
212.83.167.232,0,0,404,336,4,18
194.76.107.17,0,1,404,326,11,18
54.183.135.30,0,0,404,336,6,18
204.77.168.241,0,1,404,337,14,18
204.77.168.241,0,1,304,0,14,18
204.77.168.241,0,1,304,0,14,18
180.179.174.219,0,1,404,338,4,18
180.179.174.219,0,1,404,338,4,18
85.214.47.178,0,0,404,328,4,18
204.77.169.137,0,1,404,325,16,18
10.16.62.10,0,0,404,337,6,18
204.77.169.137,0,1,304,0,16,18
212.83.167.232,0,0,404,333,4,19
204.77.169.137,0,1,304,0,16,19
204.77.169.137,0,1,304,0,16,19
204.77.168.241,0,1,404,338,14,19
54.183.135.30,0,0,404,333,6,19
204.77.168.241,0,1,304,0,14,19
119.252.76.162,0,0,404,336,0,19
194.76.107.17,0,1,404,326,11,19
204.77.168.241,0,1,404,319,14,19
204.77.168.241,0,1,304,0,14,19
204.77.168.241,0,1,404,334,14,19
10.16.62.10,0,0,404,339,6,19
94.23.21.169,0,1,404,334,4,19
185.17.41.221,0,1,404,336,4,19
204.77.168.241,0,1,304,0,14,19
204.77.169.137,0,1,404,338,16,19
204.77.168.241,0,1,304,0,14,19
194.76.107.17,0,1,404,325,11,19
204.77.168.241,0,1,404,325,14,19
152.90.220.18,0,0,404,328,4,19
204.77.169.137,0,1,304,0,16,19
204.77.168.241,0,1,404,337,14,19
204.77.169.137,0,1,304,0,16,19
204.77.169.137,0,1,304,0,16,19
10.16.62.10,0,0,404,338,6,19
94.23.21.169,0,1,404,334,4,19
204.77.168.241,0,1,404,319,14,19
204.77.168.241,0,1,304,0,14,19
180.179.174.219,0,1,404,340,4,19
204.77.168.241,0,1,304,0,14,19
194.76.107.17,1,1,200,0,11,19
185.17.41.221,0,1,404,338,4,19
204.77.168.241,0,1,404,319,14,19
180.179.174.219,0,1,404,338,4,19
119.252.76.162,0,0,404,339,0,19
204.77.169.137,0,1,404,337,16,19
119.252.76.162,0,0,404,340,0,19
208.47.132.224,0,1,200,951,12,19
204.77.168.241,0,1,404,325,14,19
204.77.168.241,0,1,404,339,14,19
204.77.168.241,0,1,404,338,14,19
204.77.168.241,0,1,304,0,14,19
194.76.107.17,1,1,200,0,11,19
204.77.169.137,0,1,404,325,16,19
204.77.168.241,0,1,304,0,14,19
204.77.169.137,0,1,404,325,16,19
204.77.169.137,0,1,404,325,16,19
10.16.62.10,0,0,404,336,6,19
185.17.41.221,0,1,404,336,4,19
2.84.217.212,0,0,200,2592,12,19
204.77.168.241,0,1,304,0,14,19
89.97.236.178,0,1,200,951,12,19
